"month_year","borough","complaint_type","rank","complaint_count"
"2022-03",STATEN ISLAND,Noise - Residential,6,529
"2022-03",STATEN ISLAND,Water System,7,499
"2022-03",STATEN ISLAND,Dirty Condition,8,380
"2022-03",STATEN ISLAND,Blocked Driveway,9,371
"2022-03",STATEN ISLAND,Street Light Condition,10,347
"2022-04",BRONX,Noise - Residential,1,8383
"2022-04",BRONX,HEAT/HOT WATER,2,6087
"2022-04",BRONX,Illegal Parking,3,5976
"2022-04",BRONX,Noise - Street/Sidewalk,4,2508
"2022-04",BRONX,UNSANITARY CONDITION,5,2388
"2022-04",BRONX,Blocked Driveway,6,2207
"2022-04",BRONX,Noise - Vehicle,7,1545
"2022-04",BRONX,Street Light Condition,8,1493
"2022-04",BRONX,PLUMBING,9,1451
"2022-04",BRONX,PAINT/PLASTER,10,1401
"2022-04",BROOKLYN,Illegal Parking,1,11839
"2022-04",BROOKLYN,Noise - Residential,2,6364
"2022-04",BROOKLYN,Blocked Driveway,3,4531
"2022-04",BROOKLYN,HEAT/HOT WATER,4,4060
"2022-04",BROOKLYN,Noise - Street/Sidewalk,5,2363
"2022-04",BROOKLYN,UNSANITARY CONDITION,6,1982
"2022-04",BROOKLYN,Street Condition,7,1951
"2022-04",BROOKLYN,Missed Collection,8,1690
"2022-04",BROOKLYN,Abandoned Vehicle,9,1628
"2022-04",BROOKLYN,Noise - Commercial,10,1623
"2022-04",MANHATTAN,Noise - Residential,1,5389
"2022-04",MANHATTAN,Illegal Parking,2,4887
"2022-04",MANHATTAN,Noise - Street/Sidewalk,3,3963
"2022-04",MANHATTAN,HEAT/HOT WATER,4,3646
"2022-04",MANHATTAN,Encampment,5,2023
"2022-04",MANHATTAN,Noise,6,1814
"2022-04",MANHATTAN,Noise - Helicopter,7,1777
"2022-04",MANHATTAN,Noise - Vehicle,8,1622
"2022-04",MANHATTAN,Homeless Person Assistance,9,1620
"2022-04",MANHATTAN,Noise - Commercial,10,1620
"2022-04",QUEENS,Illegal Parking,1,9594
"2022-04",QUEENS,Blocked Driveway,2,5083
"2022-04",QUEENS,Noise - Residential,3,4838
"2022-04",QUEENS,Street Condition,4,3055
"2022-04",QUEENS,HEAT/HOT WATER,5,2196
"2022-04",QUEENS,Abandoned Vehicle,6,2147
"2022-04",QUEENS,Noise - Vehicle,7,1624
"2022-04",QUEENS,Water System,8,1336
"2022-04",QUEENS,Derelict Vehicles,9,1238
"2022-04",QUEENS,Noise - Street/Sidewalk,10,1133
"2022-04",STATEN ISLAND,Street Condition,1,1092
"2022-04",STATEN ISLAND,Illegal Parking,2,867
"2022-04",STATEN ISLAND,Noise - Residential,3,696
"2022-04",STATEN ISLAND,Electronics Waste Appointment,4,622
"2022-04",STATEN ISLAND,Missed Collection,5,537
"2022-04",STATEN ISLAND,Water System,6,473
"2022-04",STATEN ISLAND,Street Light Condition,7,461
"2022-04",STATEN ISLAND,Dirty Condition,8,348
"2022-04",STATEN ISLAND,Abandoned Vehicle,9,342
"2022-04",STATEN ISLAND,Sewer,10,318
"2022-05",BRONX,Noise - Residential,1,23853
"2022-05",BRONX,Illegal Parking,2,6869
"2022-05",BRONX,Noise - Street/Sidewalk,3,6309
"2022-05",BRONX,Noise - Vehicle,4,2918
"2022-05",BRONX,Blocked Driveway,5,2405
"2022-05",BRONX,UNSANITARY CONDITION,6,2403
"2022-05",BRONX,HEAT/HOT WATER,7,2380
"2022-05",BRONX,PLUMBING,8,1506
"2022-05",BRONX,PAINT/PLASTER,9,1459
"2022-05",BRONX,Noise - Commercial,10,1387
"2022-05",BROOKLYN,Illegal Parking,1,12717
"2022-05",BROOKLYN,Noise - Residential,2,8036
"2022-05",BROOKLYN,Blocked Driveway,3,4744
"2022-05",BROOKLYN,Noise - Street/Sidewalk,4,4353
"2022-05",BROOKLYN,UNSANITARY CONDITION,5,2303
"2022-05",BROOKLYN,Water System,6,2279
"2022-05",BROOKLYN,Street Condition,7,2140
"2022-05",BROOKLYN,Noise - Commercial,8,1947
"2022-05",BROOKLYN,Missed Collection,9,1901
"2022-05",BROOKLYN,HEAT/HOT WATER,10,1888
"2022-05",MANHATTAN,Noise - Street/Sidewalk,1,6684
"2022-05",MANHATTAN,Noise - Residential,2,5648
"2022-05",MANHATTAN,Illegal Parking,3,5396
"2022-05",MANHATTAN,Noise - Vehicle,4,1882
"2022-05",MANHATTAN,Homeless Person Assistance,5,1869
"2022-05",MANHATTAN,Noise - Commercial,6,1868
"2022-05",MANHATTAN,Encampment,7,1822
"2022-05",MANHATTAN,Noise,8,1764
"2022-05",MANHATTAN,HEAT/HOT WATER,9,1581
"2022-05",MANHATTAN,UNSANITARY CONDITION,10,1376
"2022-05",QUEENS,Illegal Parking,1,10670
"2022-05",QUEENS,Noise - Residential,2,7101
"2022-05",QUEENS,Blocked Driveway,3,5457
"2022-05",QUEENS,Street Condition,4,2840
"2022-05",QUEENS,Noise - Street/Sidewalk,5,2486
"2022-05",QUEENS,Abandoned Vehicle,6,2149
"2022-05",QUEENS,Noise - Vehicle,7,1911
"2022-05",QUEENS,Derelict Vehicles,8,1304
"2022-05",QUEENS,Missed Collection,9,1285
"2022-05",QUEENS,Noise - Commercial,10,1214
"2022-05",STATEN ISLAND,Illegal Parking,1,983
"2022-05",STATEN ISLAND,Street Condition,2,928
"2022-05",STATEN ISLAND,Noise - Residential,3,917
"2022-05",STATEN ISLAND,Electronics Waste Appointment,4,714
"2022-05",STATEN ISLAND,Missed Collection,5,477
"2022-05",STATEN ISLAND,Street Light Condition,6,461
"2022-05",STATEN ISLAND,Water System,7,442
"2022-05",STATEN ISLAND,Dirty Condition,8,392
"2022-05",STATEN ISLAND,Abandoned Vehicle,9,329
"2022-05",STATEN ISLAND,Sewer,10,309
"2022-06",BRONX,Noise - Residential,1,9706
"2022-06",BRONX,Noise - Street/Sidewalk,2,7912
"2022-06",BRONX,Illegal Parking,3,6724
"2022-06",BRONX,Noise - Vehicle,4,2950
"2022-06",BRONX,UNSANITARY CONDITION,5,2793
"2022-06",BRONX,Blocked Driveway,6,2412
"2022-06",BRONX,Street Light Condition,7,1744
"2022-06",BRONX,Water System,8,1514
"2022-06",BRONX,PAINT/PLASTER,9,1407
"2022-06",BRONX,PLUMBING,10,1363
"2022-06",BROOKLYN,Illegal Parking,1,12634
"2022-06",BROOKLYN,Noise - Residential,2,8123
"2022-06",BROOKLYN,Noise - Street/Sidewalk,3,5140
"2022-06",BROOKLYN,Blocked Driveway,4,4765
"2022-06",BROOKLYN,UNSANITARY CONDITION,5,2508
"2022-06",BROOKLYN,Noise - Commercial,6,2113
"2022-06",BROOKLYN,Abandoned Vehicle,7,2098
"2022-06",BROOKLYN,General Construction/Plumbing,8,2066
"2022-06",BROOKLYN,Missed Collection,9,2018
"2022-06",BROOKLYN,Street Condition,10,1985
"2022-06",MANHATTAN,Noise - Street/Sidewalk,1,7285
"2022-06",MANHATTAN,Illegal Parking,2,5765
"2022-06",MANHATTAN,Noise - Residential,3,4855
"2022-06",MANHATTAN,Encampment,4,2345
"2022-06",MANHATTAN,Homeless Person Assistance,5,2149
"2022-06",MANHATTAN,Noise - Vehicle,6,1792
"2022-06",MANHATTAN,Noise - Commercial,7,1724
"2022-06",MANHATTAN,UNSANITARY CONDITION,8,1503
"2022-06",MANHATTAN,Noise,9,1392
"2022-06",MANHATTAN,Rodent,10,1232
"2022-06",QUEENS,Illegal Parking,1,10760
"2022-06",QUEENS,Noise - Residential,2,7218
"2022-06",QUEENS,Blocked Driveway,3,5656
"2022-06",QUEENS,Street Condition,4,2998
"2022-06",QUEENS,Noise - Street/Sidewalk,5,2727
"2022-06",QUEENS,Abandoned Vehicle,6,2196
"2022-06",QUEENS,Missed Collection,7,1545
"2022-06",QUEENS,Derelict Vehicles,8,1375
"2022-06",QUEENS,Noise - Vehicle,9,1299
"2022-06",QUEENS,Street Light Condition,10,1270
"2022-06",STATEN ISLAND,Noise - Residential,1,1100
"2022-06",STATEN ISLAND,Illegal Parking,2,894
"2022-06",STATEN ISLAND,Electronics Waste Appointment,3,869
"2022-06",STATEN ISLAND,Street Condition,4,796
"2022-06",STATEN ISLAND,Missed Collection,5,645
"2022-06",STATEN ISLAND,Overgrown Tree/Branches,6,480
"2022-06",STATEN ISLAND,Street Light Condition,7,438
"2022-06",STATEN ISLAND,Water System,8,418
"2022-06",STATEN ISLAND,Dirty Condition,9,403
"2022-06",STATEN ISLAND,Abandoned Vehicle,10,371
"2022-07",BRONX,Noise - Residential,1,31541
"2022-07",BRONX,Noise - Street/Sidewalk,2,9183
"2022-07",BRONX,Illegal Parking,3,6495
"2022-07",BRONX,Water System,4,4655
"2022-07",BRONX,Noise - Vehicle,5,3326
"2022-07",BRONX,UNSANITARY CONDITION,6,3167
"2022-07",BRONX,Blocked Driveway,7,2178
"2022-07",BRONX,PLUMBING,8,1720
"2022-07",BRONX,PAINT/PLASTER,9,1643
"2022-07",BRONX,Street Light Condition,10,1392
"2022-07",BROOKLYN,Illegal Parking,1,10575
"2022-07",BROOKLYN,Noise - Residential,2,7464
"2022-07",BROOKLYN,Noise - Street/Sidewalk,3,4817
"2022-07",BROOKLYN,Blocked Driveway,4,4129
"2022-07",BROOKLYN,UNSANITARY CONDITION,5,2790
"2022-07",BROOKLYN,Water System,6,2380
"2022-07",BROOKLYN,Missed Collection,7,2051
"2022-07",BROOKLYN,Abandoned Vehicle,8,1742
"2022-07",BROOKLYN,Street Condition,9,1720
"2022-07",BROOKLYN,General Construction/Plumbing,10,1690
"2022-07",MANHATTAN,Noise - Street/Sidewalk,1,6946
"2022-07",MANHATTAN,Illegal Parking,2,4750
"2022-07",MANHATTAN,Noise - Residential,3,4241
"2022-07",MANHATTAN,Encampment,4,2894
"2022-07",MANHATTAN,Homeless Person Assistance,5,2303
"2022-07",MANHATTAN,Water System,6,2071
"2022-07",MANHATTAN,UNSANITARY CONDITION,7,1763
"2022-07",MANHATTAN,Noise - Vehicle,8,1389
"2022-07",MANHATTAN,Noise - Commercial,9,1273
"2022-07",MANHATTAN,Rodent,10,1174
"2022-07",QUEENS,Illegal Parking,1,11174
"2022-07",QUEENS,Noise - Residential,2,7178
"2022-07",QUEENS,Blocked Driveway,3,5217
"2022-07",QUEENS,Noise - Street/Sidewalk,4,2441
"2022-07",QUEENS,Street Condition,5,2348
"2022-07",QUEENS,Abandoned Vehicle,6,2341
"2022-07",QUEENS,Water System,7,1709
"2022-07",QUEENS,Illegal Fireworks,8,1473
"2022-07",QUEENS,Missed Collection,9,1419
"2022-07",QUEENS,Derelict Vehicles,10,1414
"2022-07",STATEN ISLAND,Illegal Parking,1,1031
"2022-07",STATEN ISLAND,Noise - Residential,2,938
"2022-07",STATEN ISLAND,Electronics Waste Appointment,3,759
"2022-07",STATEN ISLAND,Missed Collection,4,626
"2022-07",STATEN ISLAND,Illegal Fireworks,5,612
"2022-07",STATEN ISLAND,Water System,6,510
"2022-07",STATEN ISLAND,Street Condition,7,467
"2022-07",STATEN ISLAND,Dirty Condition,8,443
"2022-07",STATEN ISLAND,Abandoned Vehicle,9,375
"2022-07",STATEN ISLAND,Street Light Condition,10,357
"2022-08",BRONX,Noise - Residential,1,15038
"2022-08",BRONX,Noise - Street/Sidewalk,2,7386
"2022-08",BRONX,Illegal Parking,3,5998
"2022-08",BRONX,Water System,4,3502
"2022-08",BRONX,UNSANITARY CONDITION,5,3119
"2022-08",BRONX,Noise - Vehicle,6,2323
"2022-08",BRONX,Blocked Driveway,7,2145
"2022-08",BRONX,PAINT/PLASTER,8,1648
"2022-08",BRONX,Street Light Condition,9,1535
"2022-08",BRONX,PLUMBING,10,1494
"2022-08",BROOKLYN,Illegal Parking,1,11168
"2022-08",BROOKLYN,Noise - Residential,2,7044
"2022-08",BROOKLYN,Noise - Street/Sidewalk,3,4308
"2022-08",BROOKLYN,Blocked Driveway,4,3844
"2022-08",BROOKLYN,UNSANITARY CONDITION,5,2965
"2022-08",BROOKLYN,Water System,6,2228
"2022-08",BROOKLYN,Missed Collection,7,1958
"2022-08",BROOKLYN,General Construction/Plumbing,8,1895
"2022-08",BROOKLYN,Abandoned Vehicle,9,1852
"2022-08",BROOKLYN,Derelict Vehicles,10,1799
"2022-08",MANHATTAN,Noise - Street/Sidewalk,1,5735
"2022-08",MANHATTAN,Illegal Parking,2,4653
"2022-08",MANHATTAN,Noise - Residential,3,3955
"2022-08",MANHATTAN,Encampment,4,3233
"2022-08",MANHATTAN,Homeless Person Assistance,5,2699
"2022-08",MANHATTAN,UNSANITARY CONDITION,6,1971
"2022-08",MANHATTAN,Water System,7,1788
"2022-08",MANHATTAN,Traffic Signal Condition,8,1227
"2022-08",MANHATTAN,Noise - Helicopter,9,1212
"2022-08",MANHATTAN,Rodent,10,1203
"2022-08",QUEENS,Illegal Parking,1,10367
"2022-08",QUEENS,Noise - Residential,2,6043
"2022-08",QUEENS,Blocked Driveway,3,5382
"2022-08",QUEENS,Abandoned Vehicle,4,2672
"2022-08",QUEENS,Noise - Street/Sidewalk,5,2168
"2022-08",QUEENS,Street Condition,6,2155
"2022-08",QUEENS,Missed Collection,7,1582
"2022-08",QUEENS,Derelict Vehicles,8,1525
"2022-08",QUEENS,Water System,9,1494
"2022-08",QUEENS,UNSANITARY CONDITION,10,1442
"2022-08",STATEN ISLAND,Illegal Parking,1,906
"2022-08",STATEN ISLAND,Noise - Residential,2,829
"2022-08",STATEN ISLAND,Electronics Waste Appointment,3,811
"2022-08",STATEN ISLAND,Missed Collection,4,601
"2022-08",STATEN ISLAND,Street Condition,5,584
"2022-08",STATEN ISLAND,Water System,6,580
"2022-08",STATEN ISLAND,Damaged Tree,7,484
"2022-08",STATEN ISLAND,Street Light Condition,8,399
"2022-08",STATEN ISLAND,Abandoned Vehicle,9,393
"2022-08",STATEN ISLAND,Dirty Condition,10,341
"2022-09",BRONX,Noise - Residential,1,24688
"2022-09",BRONX,Illegal Parking,2,6168
"2022-09",BRONX,Noise - Street/Sidewalk,3,5398
"2022-09",BRONX,UNSANITARY CONDITION,4,2998
"2022-09",BRONX,Blocked Driveway,5,2176
"2022-09",BRONX,Noise - Vehicle,6,1651
"2022-09",BRONX,PAINT/PLASTER,7,1539
"2022-09",BRONX,Street Light Condition,8,1491
"2022-09",BRONX,PLUMBING,9,1416
"2022-09",BRONX,DOOR/WINDOW,10,1065
"2022-09",BROOKLYN,Illegal Parking,1,13188
"2022-09",BROOKLYN,Noise - Residential,2,7719
"2022-09",BROOKLYN,Blocked Driveway,3,4878
"2022-09",BROOKLYN,Noise - Street/Sidewalk,4,4465
"2022-09",BROOKLYN,UNSANITARY CONDITION,5,2803
"2022-09",BROOKLYN,Missed Collection,6,2238
"2022-09",BROOKLYN,Abandoned Vehicle,7,2037
"2022-09",BROOKLYN,Noise - Commercial,8,1893
"2022-09",BROOKLYN,General Construction/Plumbing,9,1625
"2022-09",BROOKLYN,Derelict Vehicles,10,1568
"2022-09",MANHATTAN,Noise - Street/Sidewalk,1,6134
"2022-09",MANHATTAN,Illegal Parking,2,5144
"2022-09",MANHATTAN,Noise - Residential,3,4786
"2022-09",MANHATTAN,Encampment,4,3465
"2022-09",MANHATTAN,Homeless Person Assistance,5,2860
"2022-09",MANHATTAN,UNSANITARY CONDITION,6,1812
"2022-09",MANHATTAN,Noise - Commercial,7,1767
"2022-09",MANHATTAN,Noise - Helicopter,8,1645
"2022-09",MANHATTAN,Noise,9,1375
"2022-09",MANHATTAN,Noise - Vehicle,10,1229
"2022-09",QUEENS,Illegal Parking,1,10796
"2022-09",QUEENS,Noise - Residential,2,6322
"2022-09",QUEENS,Blocked Driveway,3,5547
"2022-09",QUEENS,Abandoned Vehicle,4,2291
"2022-09",QUEENS,Noise - Street/Sidewalk,5,2169
"2022-09",QUEENS,Sewer,6,2040
"2022-09",QUEENS,Street Condition,7,2039
"2022-09",QUEENS,Missed Collection,8,1507
"2022-09",QUEENS,Damaged Tree,9,1355
"2022-09",QUEENS,Derelict Vehicles,10,1273
"2022-09",STATEN ISLAND,Illegal Parking,1,860
"2022-09",STATEN ISLAND,Electronics Waste Appointment,2,838
"2022-09",STATEN ISLAND,Noise - Residential,3,835
"2022-09",STATEN ISLAND,Missed Collection,4,586
"2022-09",STATEN ISLAND,Water System,5,490
"2022-09",STATEN ISLAND,Street Condition,6,404
"2022-09",STATEN ISLAND,Abandoned Vehicle,7,362
"2022-09",STATEN ISLAND,Street Light Condition,8,349
"2022-09",STATEN ISLAND,Blocked Driveway,9,326
"2022-09",STATEN ISLAND,Dirty Condition,10,297
"2022-10",BRONX,HEAT/HOT WATER,1,8047
"2022-10",BRONX,Noise - Residential,2,7314
"2022-10",BRONX,Illegal Parking,3,6140
"2022-10",BRONX,UNSANITARY CONDITION,4,2965
"2022-10",BRONX,Noise - Street/Sidewalk,5,2361
"2022-10",BRONX,Blocked Driveway,6,2173
"2022-10",BRONX,PAINT/PLASTER,7,1666
"2022-10",BRONX,PLUMBING,8,1586
"2022-10",BRONX,Street Light Condition,9,1433
"2022-10",BRONX,DOOR/WINDOW,10,1168
"2022-10",BROOKLYN,Illegal Parking,1,13478
"2022-10",BROOKLYN,Noise - Residential,2,7811
"2022-10",BROOKLYN,HEAT/HOT WATER,3,7217
"2022-10",BROOKLYN,Blocked Driveway,4,4965
"2022-10",BROOKLYN,UNSANITARY CONDITION,5,2957
"2022-10",BROOKLYN,Noise - Street/Sidewalk,6,2915
"2022-10",BROOKLYN,Noise - Commercial,7,2334
"2022-10",BROOKLYN,Missed Collection,8,2171
"2022-10",BROOKLYN,Abandoned Vehicle,9,2049
"2022-10",BROOKLYN,PLUMBING,10,1554
"2022-10",MANHATTAN,HEAT/HOT WATER,1,6455
"2022-10",MANHATTAN,Noise - Residential,2,6082
"2022-10",MANHATTAN,Illegal Parking,3,5059
"2022-10",MANHATTAN,Noise - Street/Sidewalk,4,4893
"2022-10",MANHATTAN,Encampment,5,3391
"2022-10",MANHATTAN,Homeless Person Assistance,6,2644
"2022-10",MANHATTAN,Noise - Commercial,7,2192
"2022-10",MANHATTAN,UNSANITARY CONDITION,8,2017
"2022-10",MANHATTAN,Noise,9,1744
"2022-10",MANHATTAN,Noise - Vehicle,10,1618
"2022-10",QUEENS,Illegal Parking,1,11238
"2022-10",QUEENS,Blocked Driveway,2,5876
"2022-10",QUEENS,Noise - Residential,3,5536
"2022-10",QUEENS,HEAT/HOT WATER,4,3899
"2022-10",QUEENS,Missed Collection,5,2204
"2022-10",QUEENS,Street Condition,6,2102
"2022-10",QUEENS,Abandoned Vehicle,7,1962
"2022-10",QUEENS,Noise - Street/Sidewalk,8,1545
"2022-10",QUEENS,Noise - Commercial,9,1205
"2022-10",QUEENS,Derelict Vehicles,10,1179
"2022-10",STATEN ISLAND,New Tree Request,1,1458
"2022-10",STATEN ISLAND,Illegal Parking,2,911
"2022-10",STATEN ISLAND,Electronics Waste Appointment,3,828
"2022-10",STATEN ISLAND,Noise - Residential,4,749
"2022-10",STATEN ISLAND,Missed Collection,5,627
"2022-10",STATEN ISLAND,Street Condition,6,459
"2022-10",STATEN ISLAND,Water System,7,444
"2022-10",STATEN ISLAND,Abandoned Vehicle,8,329
"2022-10",STATEN ISLAND,Dirty Condition,9,320
"2022-10",STATEN ISLAND,Blocked Driveway,10,319
"2022-11",BRONX,HEAT/HOT WATER,1,12029
"2022-11",BRONX,Illegal Parking,2,5738
"2022-11",BRONX,Noise - Residential,3,5382
"2022-11",BRONX,UNSANITARY CONDITION,4,2905
"2022-11",BRONX,Blocked Driveway,5,2199
"2022-11",BRONX,Noise - Street/Sidewalk,6,1704
"2022-11",BRONX,PAINT/PLASTER,7,1661
"2022-11",BRONX,PLUMBING,8,1555
"2022-11",BRONX,DOOR/WINDOW,9,1210
"2022-11",BRONX,Street Light Condition,10,1146
"2022-11",BROOKLYN,Illegal Parking,1,13259
"2022-11",BROOKLYN,HEAT/HOT WATER,2,9575
"2022-11",BROOKLYN,Noise - Residential,3,5914
"2022-11",BROOKLYN,Blocked Driveway,4,4938
"2022-11",BROOKLYN,UNSANITARY CONDITION,5,2605
"2022-11",BROOKLYN,Missed Collection,6,2175
"2022-11",BROOKLYN,Abandoned Vehicle,7,2038
"2022-11",BROOKLYN,Noise - Street/Sidewalk,8,1763
"2022-11",BROOKLYN,PLUMBING,9,1510
"2022-11",BROOKLYN,Noise - Commercial,10,1472
"2022-11",MANHATTAN,HEAT/HOT WATER,1,7311
"2022-11",MANHATTAN,Noise - Residential,2,4783
"2022-11",MANHATTAN,Illegal Parking,3,4651
"2022-11",MANHATTAN,Noise - Street/Sidewalk,4,3244
"2022-11",MANHATTAN,Encampment,5,2713
"2022-11",MANHATTAN,Noise,6,1915
"2022-11",MANHATTAN,Homeless Person Assistance,7,1830
"2022-11",MANHATTAN,UNSANITARY CONDITION,8,1812
"2022-11",MANHATTAN,Noise - Commercial,9,1725
"2022-11",MANHATTAN,Noise - Helicopter,10,1666
"2022-11",QUEENS,Illegal Parking,1,10578
"2022-11",QUEENS,Blocked Driveway,2,5818
"2022-11",QUEENS,HEAT/HOT WATER,3,4706
"2022-11",QUEENS,Noise - Residential,4,4400
"2022-11",QUEENS,Missed Collection,5,1996
"2022-11",QUEENS,Abandoned Vehicle,6,1799
"2022-11",QUEENS,Street Condition,7,1721
"2022-11",QUEENS,Water System,8,1168
"2022-11",QUEENS,UNSANITARY CONDITION,9,1162
"2022-11",QUEENS,Derelict Vehicles,10,1105
"2022-11",STATEN ISLAND,Missed Collection,1,1133
"2022-11",STATEN ISLAND,Illegal Parking,2,868
"2022-11",STATEN ISLAND,Electronics Waste Appointment,3,845
"2022-11",STATEN ISLAND,Noise - Residential,4,573
"2022-11",STATEN ISLAND,HEAT/HOT WATER,5,440
"2022-11",STATEN ISLAND,Water System,6,402
"2022-11",STATEN ISLAND,Street Condition,7,393
"2022-11",STATEN ISLAND,Street Light Condition,8,356
"2022-11",STATEN ISLAND,Blocked Driveway,9,345
"2022-11",STATEN ISLAND,Abandoned Vehicle,10,272
"2022-12",BRONX,HEAT/HOT WATER,1,20142
"2022-12",BRONX,Noise - Residential,2,5488
"2022-12",BRONX,Illegal Parking,3,4924
"2022-12",BRONX,UNSANITARY CONDITION,4,3101
"2022-12",BRONX,Blocked Driveway,5,2198
"2022-12",BRONX,PLUMBING,6,2197
"2022-12",BRONX,PAINT/PLASTER,7,1752
"2022-12",BRONX,DOOR/WINDOW,8,1362
"2022-12",BRONX,Street Light Condition,9,1242
"2022-12",BRONX,WATER LEAK,10,1222
"2022-12",BROOKLYN,HEAT/HOT WATER,1,14629
"2022-12",BROOKLYN,Illegal Parking,2,13123
"2022-12",BROOKLYN,Noise - Residential,3,5911
"2022-12",BROOKLYN,Blocked Driveway,4,5061
"2022-12",BROOKLYN,UNSANITARY CONDITION,5,2511
"2022-12",BROOKLYN,PLUMBING,6,1887
"2022-12",BROOKLYN,Water System,7,1707
"2022-12",BROOKLYN,Missed Collection,8,1706
"2022-12",BROOKLYN,Traffic Signal Condition,9,1427
"2022-12",BROOKLYN,Abandoned Vehicle,10,1413
"2022-12",MANHATTAN,HEAT/HOT WATER,1,11090
"2022-12",MANHATTAN,Noise - Residential,2,4907
"2022-12",MANHATTAN,Illegal Parking,3,4214
"2022-12",MANHATTAN,Noise - Street/Sidewalk,4,2140
"2022-12",MANHATTAN,Noise - Helicopter,5,2047
"2022-12",MANHATTAN,Noise - Commercial,6,1613
"2022-12",MANHATTAN,UNSANITARY CONDITION,7,1549
"2022-12",MANHATTAN,PLUMBING,8,1310
"2022-12",MANHATTAN,Noise,9,1301
"2022-12",MANHATTAN,Homeless Person Assistance,10,1258
"2022-12",QUEENS,Illegal Parking,1,10547
"2022-12",QUEENS,HEAT/HOT WATER,2,7286
"2022-12",QUEENS,Blocked Driveway,3,6206
"2022-12",QUEENS,Noise - Residential,4,4261
"2022-12",QUEENS,Missed Collection,5,1932
"2022-12",QUEENS,Street Condition,6,1890
"2022-12",QUEENS,Abandoned Vehicle,7,1762
"2022-12",QUEENS,Water System,8,1689
"2022-12",QUEENS,Traffic Signal Condition,9,1236
"2022-12",QUEENS,Derelict Vehicles,10,1062
"2022-12",STATEN ISLAND,Electronics Waste Appointment,1,935
"2022-12",STATEN ISLAND,Illegal Parking,2,909
"2022-12",STATEN ISLAND,Missed Collection,3,792
"2022-12",STATEN ISLAND,HEAT/HOT WATER,4,649
"2022-12",STATEN ISLAND,Water System,5,647
"2022-12",STATEN ISLAND,Street Condition,6,598
"2022-12",STATEN ISLAND,Noise - Residential,7,543
"2022-12",STATEN ISLAND,Street Light Condition,8,374
"2022-12",STATEN ISLAND,Blocked Driveway,9,316
"2022-12",STATEN ISLAND,Dirty Condition,10,290
"2023-01",BRONX,HEAT/HOT WATER,1,11914
"2023-01",BRONX,Illegal Parking,2,6334
"2023-01",BRONX,Noise - Residential,3,5921
"2023-01",BRONX,UNSANITARY CONDITION,4,2985
"2023-01",BRONX,Blocked Driveway,5,2185
"2023-01",BRONX,PLUMBING,6,1992
"2023-01",BRONX,PAINT/PLASTER,7,1751
"2023-01",BRONX,DOOR/WINDOW,8,1342
"2023-01",BRONX,WATER LEAK,9,1104
"2023-01",BRONX,Noise - Street/Sidewalk,10,957
"2023-01",BROOKLYN,Illegal Parking,1,15100
"2023-01",BROOKLYN,HEAT/HOT WATER,2,7704
"2023-01",BROOKLYN,Noise - Residential,3,6013
"2023-01",BROOKLYN,Blocked Driveway,4,4902
"2023-01",BROOKLYN,UNSANITARY CONDITION,5,2507
"2023-01",BROOKLYN,Abandoned Vehicle,6,1834
"2023-01",BROOKLYN,Derelict Vehicles,7,1634
"2023-01",BROOKLYN,Missed Collection,8,1584
"2023-01",BROOKLYN,Street Condition,9,1541
"2023-01",BROOKLYN,PLUMBING,10,1507
"2023-01",MANHATTAN,HEAT/HOT WATER,1,6463
"2023-01",MANHATTAN,Noise - Residential,2,5109
"2023-01",MANHATTAN,Illegal Parking,3,4332
"2023-01",MANHATTAN,Noise - Street/Sidewalk,4,2299
"2023-01",MANHATTAN,Noise - Helicopter,5,2059
"2023-01",MANHATTAN,UNSANITARY CONDITION,6,1705
"2023-01",MANHATTAN,Noise,7,1654
"2023-01",MANHATTAN,Noise - Commercial,8,1400
"2023-01",MANHATTAN,Encampment,9,1180
"2023-01",MANHATTAN,PLUMBING,10,1094
"2023-01",QUEENS,Illegal Parking,1,11022
"2023-01",QUEENS,Blocked Driveway,2,5490
"2023-01",QUEENS,Noise - Residential,3,4160
"2023-01",QUEENS,HEAT/HOT WATER,4,3746
"2023-01",QUEENS,Street Condition,5,2548
"2023-01",QUEENS,Abandoned Vehicle,6,2230
"2023-01",QUEENS,Water System,7,1387
"2023-01",QUEENS,Missed Collection,8,1260
"2023-01",QUEENS,Derelict Vehicles,9,1191
"2023-01",QUEENS,Street Light Condition,10,1087
"2023-01",STATEN ISLAND,Street Condition,1,1094
"2023-01",STATEN ISLAND,Electronics Waste Appointment,2,997
"2023-01",STATEN ISLAND,Illegal Parking,3,857
"2023-01",STATEN ISLAND,Missed Collection,4,607
"2023-01",STATEN ISLAND,Noise - Residential,5,499
"2023-01",STATEN ISLAND,Water System,6,487
"2023-01",STATEN ISLAND,Dirty Condition,7,385
"2023-01",STATEN ISLAND,HEAT/HOT WATER,8,383
"2023-01",STATEN ISLAND,Street Light Condition,9,343
"2023-01",STATEN ISLAND,UNSANITARY CONDITION,10,312
"2023-02",BRONX,HEAT/HOT WATER,1,12565
"2023-02",BRONX,Noise - Residential,2,6178
"2023-02",BRONX,Illegal Parking,3,5697
"2023-02",BRONX,UNSANITARY CONDITION,4,2677
"2023-02",BRONX,Blocked Driveway,5,1934
"2023-02",BRONX,PLUMBING,6,1787
"2023-02",BRONX,PAINT/PLASTER,7,1575
